filename,Alambadi,Amritmahal,Ayrshire,Banni,Brown_Swiss,Gir,Guernsey,Hallikar,Hariana,Holstein_Friesian,Jersey,Kangayam,Kankrej,Krishna_Valley,Nagori,Ongole,Pulikulam,Rathi,Red_Sindhi,Sahiwal,Tharparkar,Vechur
Red_Sindhi_128_jpg.rf.38cb0f7eaaf5a0cc96b42627f9db8d96.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00000390_jpg.rf.058b529a5b9623ab5a5a06f081fb450b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ongole_161_jpg.rf.04ad4b052bdc75e08142c24e43a7e923.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ayrshire_53_jpg.rf.7d7a5596045026e44f46c0f37fbcdf5c.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alambadi_67_jpg.rf.11d34289ca11b166ddef9b8cd45067d8.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishna_Valley_117_jpg.rf.e2af9137d6afa06d8183ffe40ad2a5e1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Guernsey_67_jpg.rf.b3a7ac7384b41d988e893f4a196d7661.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey_35_jpg.rf.e2ce0d8e83af45fb55a602850e7157a8.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red_Sindhi_6_JPG.rf.1952d6f460bcc7055f0f71c363d6fffb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Krishna_Valley_121_jpg.rf.f0e93812aefb286abe44b8f200c35fa6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00000074_jpg.rf.73bedbd0eb7affec7b2bc23e60c2e9ed.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Guernsey_67_jpg.rf.f0223b9cbff287fd4403230afe62ca5f.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown_Swiss_111_jpg.rf.225fccaa5118e9b4f1150306c3bd5623.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulikulam_118_jpg.rf.7cb03347aa47671f92561d76cc44be75.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hallikar_44_jpg.rf.b89185720cbda48130edf146f4b590aa.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000074_jpg.rf.6d683270b94ec6689a81686ff3d37c1c.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jersey_3_jpg.rf.941a564b345e8d5c2373378416f47686.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red_Sindhi_68_jpg.rf.c1ca84fbf0d758a71213e3977a6c443b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Red_Sindhi_65_png.rf.d72e9c3572b870e4a019229b8adbfd38.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kankrej_56_jpg.rf.833d27d80d49b83ebbb5909e705ee1ca.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ongole_106_jpg.rf.c0dde7e145475ddbf1811c2511f71ff6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Brown_Swiss_111_jpg.rf.7c8f9f78945690e8789fc8fca51c111d.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hariana_91_png.rf.398cf28bf4f50a06c071abdd8d1a5d9f.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishna_Valley_117_jpg.rf.0aa6ec7eb0513287e3b48a6da54aa7fb.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tharparkar_98_png.rf.49f0ec87e9bb774f067beea8a8f90a70.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Krishna_Valley_76_jpg.rf.1efe510c4f66208b3d176caeb0d90ddf.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sahiwal_296_jpg.rf.f21884c85195aeaa5c6072d43c40b720.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ongole_16_jpg.rf.c90ae37749840e8ee4142ba4a43461e7.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ongole_123_jpg.rf.068a8b918e12f827f03d1654f234d2da.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kankrej_98_jpg.rf.1787a42e1d3928a28fb9fb2ae1bd72d5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hallikar_44_jpg.rf.772cc3576420d6391ae1576d719566e9.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alambadi_19_jpg.rf.806b93dc03be0ea1bd01016898b831b2.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahiwal_62_jpg.rf.340d7dd55e0e897f3baa1fb31898c13f.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tharparkar_192_jpg.rf.6662bc6f10790d3aff312436db90c9ef.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brown_Swiss_28_jpg.rf.be5b207f7e485dfd4c30d611ae735fa9.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gir_284_jpg.rf.a6174660a1d690740540e36f12c41349.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahiwal_29_jpg.rf.484ddbfa6727c98a3b404c6987e31cf1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kankrej_5_jpg.rf.4e1a0cbde13436e127af6e296ce6ec56.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red_Sindhi_57_jpg.rf.15aa75991d64beeacddfaa432b6efec9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brown_Swiss_190_jpg.rf.956deb0c0cbe1304875f0467be3bad01.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amritmahal_2_JPG.rf.17221e3815d3815c9e5988f4d024a845.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alambadi_67_jpg.rf.ea20b6638db33f008de6eeeef53f70fc.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gir_261_jpg.rf.ec8865223141ad5e13eba019b2958c28.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red_Sindhi_32_jpg.rf.42b4d9855cbadf4250881bf14d6146ac.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
00000147_jpg.rf.92391c196445c00d34532fe3e5a7bc77.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ongole_106_jpg.rf.628e7e59a791c2c8d752501f918e3d82.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ayrshire_216_jpg.rf.7762b5d8f1659e18dc4f6ab959e35edb.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishna_Valley_121_jpg.rf.48d3b03f59dcb0f12988df99628c6685.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pulikulam_106_png.rf.a0aa89f7858b364d14b545638923f30d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Amritmahal_84_jpg.rf.3335430ba5b3a83f533c344644c5f00d.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hallikar_183_jpg.rf.cfd18aa0a9d7e675a1edb64fea296a4d.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ongole_106_jpg.rf.161316e012bf2a7433cf0557286638f4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kangayam_97_jpg.rf.ad23434645c0358075bae3b66993e25f.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holstein_Friesian_85_jpg.rf.44203da6d590e9b2501681427f14cbe1.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guernsey_92_jpg.rf.d8614f3203da39e1e29417813fec71b7.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gir_97_jpeg.rf.914b82733fc0dbef9e55a05cf3f25a3d.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000251_jpg.rf.281a0698c0f2bd785b8e26a6f31706ac.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Guernsey_111_jpg.rf.9992ee9c6c05c49886039d49830dcb47.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000127_jpg.rf.e81a1f92bc9725e7e5fcaef92e644c44.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gir_261_jpg.rf.31a148f786bb1f8d43605f2d37f736f2.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amritmahal_84_jpg.rf.af921f3984fb77e51954de692269fc30.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ongole_172_png.rf.f7fcf97d48aab71de1144e39319164ac.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hariana_104_png.rf.4305ec19c5379c0532e106d7548dbc17.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00000006_jpg.rf.e4b047f328e41d0bdd0de7cd26fa48d4.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krishna_Valley_10_jpg.rf.2d6b7a2a7a3bf40465520f0462c2168e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Holstein_Friesian_99_jpg.rf.5940303a0049d963cbd6a5867465b4b7.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ayrshire_206_jpg.rf.1237c312c5d93c47f93957e07b940f5b.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amritmahal_65_png.rf.fe93ff3e9cfe785bf56dbbb33c38ff3a.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000046_jpg.rf.7b57a542f33a9ad0287690822f9cbe64.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kankrej_56_jpg.rf.e110bade04d3b0ab9b6921e8cd370be5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tharparkar_21_jpg.rf.f59f9af6db9ce9f2c8baf5e502a741cf.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jersey_28_jpg.rf.cb557ce41251b2b2cfe4c4a5a4353ad6.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tharparkar_49_jpg.rf.55ab9c8dcf9ce6a84b02ad5455439eac.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Krishna_Valley_129_jpg.rf.63d4e9d14e2a6bb0890e58e3971bd641.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Screenshot-1061-_png.rf.dc49eb7088d2cb4193e6f5086c13a7d8.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jersey_1_jpg.rf.645f85e246758ca13a2f15211cfeaa2d.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alambadi_63_jpg.rf.810300ff1077a60f17415e28f3f5479a.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hariana_80_jpg.rf.9b4564eac129f482094fadb6a4251235.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey_8_jpg.rf.f8baf4b96be9589e82f2144b9305a8d6.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sahiwal_410_jpeg.rf.03fefc37aeced5d3e3d992544a8b5b99.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Red_Sindhi_32_jpg.rf.e618382aa8e6187cb32a12bb230fe268.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holstein_Friesian_6_jpg.rf.d32fdaea8aaaba2e97803dc7462d9ba6.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
00000373_jpg.rf.803f0df5486fdab659836c8d23a6f9b0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kankrej_1_JPG.rf.00ea794c83bc24267141920c491c95c2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ayrshire_41_jpg.rf.df351dd88c40d36062390790beb56d1d.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gir_85_jpg.rf.1183d180d4037d75445f2707dc735f9c.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gir_284_jpg.rf.73e65b77bd73ee1af8eb4902b2083e29.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey_45_jpg.rf.eaf575807c71af5a86305736275dd7e3.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jersey_3_jpg.rf.46086aad902e8dfbbdd5fcf5d428fe44.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Holstein_Friesian_6_jpg.rf.400a6cd2f0013f122048b799ee9f5103.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jersey_28_jpg.rf.48ed0533da0e6060253856eacfd61498.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kankrej_98_jpg.rf.2ead9299a7b2a8abc6c220566f36315d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gir_162_jpg.rf.f5624bbd67bdd45a9fe49fcdf6645a9d.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red_Sindhi_81_jpg.rf.fa1085fc3ef77a89ecca96730cf321fd.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Krishna_Valley_39_jpg.rf.429cd70cb201875952686d220b7faed2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kankrej_1_JPG.rf.930d0ae8f1cb705801cfe4a02b0edb0d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sahiwal_429_jpeg.rf.e34e632d5627efb9b69e44e1f8e29f2e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00000191_jpg.rf.439aac018af4b5c4d16608c8e450fee0.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Guernsey_73_jpg.rf.206bf3a7b05046da60dcf0b078408d29.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000033_jpg.rf.3a16f02149ca12c5dcdfee3d270eb7bc.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000015_jpg.rf.f6f8d09f17a0d0d21b2800574b79648f.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hariana_91_png.rf.6f367b7aec24626cb9051e78fc7a64bc.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00000015_jpg.rf.4e5ab6baff5e6bae97f1e16df33ffccb.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown_Swiss_79_jpg.rf.41ab29cb6bdb1344b2d575f10392eef0.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulikulam_107_jpg.rf.7821dd14f76c4cd54845886bb24f03a5.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kankrej_1_JPG.rf.e871ea2d978fab7158ea54e5a07cb126.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brown_Swiss_28_jpg.rf.ea1e27929acdbcb17896394ba8e9c633.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jersey_62_jpg.rf.1f293f0cdecdb35f50968c4c2e171908.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
00000384_jpg.rf.b128f6a6ba7a6726901e583290d6d8b4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jersey_35_jpg.rf.847d8df4c60eab21ac59955a65a8181d.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
00000191_jpg.rf.527d83985553bb242613ec1f52bad825.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00000176_jpg.rf.a2f2f41f4b45b8925a7e18a89408882b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hallikar_165_jpeg.rf.6f3fc2eec843600b76aecdf29f356e8c.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000373_jpg.rf.cb68ff9f286063614e93b34be50ddd64.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Holstein_Friesian_36_jpg.rf.bbaa2b0a48cbd95f1d606ef34744d9fb.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hallikar_68_png.rf.7ddc29bc7a4626185a261d528de08db6.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Screenshot-259-_png.rf.d154567752c5b77c0ddae87d145ec0a4.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
00000384_jpg.rf.3dc6085526c9918468025adbbf57b2b6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sahiwal_316_jpg.rf.bc5bdee868dc2b5976d69fddaf79f0e1.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kankrej_165_jpg.rf.404f052b541847858641fd2ec06dc549.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pulikulam_43_jpg.rf.0c2092b868624e190b7e2799b1c95afe.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hariana_29_jpg.rf.e20ba36c2a6bd47c873af839c8521c2a.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangayam_80_jpg.rf.868e45e5a9b1ee72503f5d151745d81b.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jersey_8_jpg.rf.c9f9334081b33c679754de5909f7bf9b.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amritmahal_84_jpg.rf.c336685bd72718207bb5ae821e762257.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulikulam_107_jpg.rf.5f3cada06334b71d8bfd43717578541b.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ongole_123_jpg.rf.948f4d9f93ab72fd133524a42a25885d.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sahiwal_355_jpg.rf.2734fc192f44783c3818fc05b78ef4d6.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
